store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday
814,3,581,1,1,0,1
134,7,0,0,0,0,0
54,4,657,1,0,0,0
662,5,854,1,1,0,0
126,7,0,0,0,0,0
1001,6,471,1,0,0,0
657,4,598,1,0,0,0
590,4,319,1,0,0,0
193,3,0,0,0,0,1
168,6,465,1,0,0,0
16,1,839,1,0,0,0
244,1,738,1,1,0,0
545,7,0,0,0,0,0
1032,6,492,1,0,0,0
290,5,987,1,1,0,0
548,4,335,1,1,0,0
733,1,3508,1,1,0,1
654,4,716,1,1,0,0
272,6,377,1,0,0,0
1017,3,1176,1,1,0,0
708,2,462,1,1,0,0
819,4,454,1,1,0,0
99,3,372,1,0,0,0
982,2,710,1,0,0,0
683,5,0,0,1,0,1
194,3,373,1,0,0,0
853,2,1201,1,1,0,0
53,1,650,1,1,0,1
281,4,508,1,1,0,0
101,2,879,1,1,0,0
440,5,769,1,1,0,1
994,2,435,1,1,0,0
168,2,930,1,1,0,1
48,7,0,0,0,0,0
652,6,501,1,0,0,0
934,6,474,1,0,0,0
223,6,589,1,0,0,0
378,5,0,0,0,0,1
865,3,624,1,1,0,0
466,5,861,1,0,0,0
789,5,546,1,0,0,0
61,7,0,0,0,0,0
765,4,1068,1,1,0,0
673,1,500,1,0,0,0
258,3,444,1,0,0,0
740,3,499,1,1,0,0
1080,1,764,1,0,0,0
918,5,661,1,1,0,0
857,6,1004,1,0,0,0
837,1,482,1,1,0,0
516,7,0,0,0,0,0
446,2,505,1,0,0,0
835,4,0,0,1,0,0
140,7,0,0,0,0,0
207,3,1584,1,1,0,0
961,4,668,1,1,0,0
772,2,507,1,1,0,0
1089,2,1050,1,1,0,0
521,3,421,1,1,0,0
823,5,600,1,0,0,0
436,6,426,1,0,0,0
483,7,0,0,0,0,0
215,2,333,1,0,0,0
109,5,802,1,0,0,0
858,1,590,1,1,0,0
425,4,501,1,1,0,0
357,5,905,1,0,0,1
255,1,575,1,1,0,0
798,6,343,1,0,0,0
366,6,304,1,0,0,0
534,2,510,1,0,0,1
179,5,1176,1,1,0,0
258,2,464,1,0,0,1
693,5,384,1,0,0,1
999,4,685,1,1,0,1
834,6,492,1,0,0,0
512,4,1410,1,0,0,1
818,2,662,1,1,0,0
534,6,606,1,0,0,0
1084,2,1099,1,1,0,0
34,2,861,1,0,0,0
101,4,686,1,0,0,0
187,1,885,1,1,0,0
20,1,1041,1,1,0,0
828,7,0,0,0,0,0
434,1,823,1,1,0,1
738,1,864,1,1,0,0
351,5,569,1,1,0,0
1020,4,905,1,0,0,0
86,7,0,0,0,0,0
266,3,573,1,1,0,0
608,5,1024,1,1,0,0
708,5,493,1,1,0,1
734,3,605,1,1,0,0
776,7,0,0,0,0,0
1060,2,853,1,1,0,0
182,2,507,1,1,0,0
542,3,431,1,0,0,0
602,1,610,1,0,0,0
101,4,777,1,1,0,0
784,7,0,0,0,0,0
679,7,0,0,0,0,0
535,4,793,1,0,0,1
844,4,516,1,1,0,0
595,7,0,0,0,0,0
25,6,1831,1,0,0,0
416,3,1819,1,1,0,0
539,4,966,1,0,0,0
77,3,642,1,1,0,0
641,2,493,1,0,0,0
445,6,1201,1,0,0,0
318,5,822,1,1,0,0
394,3,539,1,0,0,0
761,5,1014,1,1,0,1
706,2,578,1,1,0,0
41,5,433,1,0,0,0
894,1,958,1,0,0,1
169,6,801,1,0,0,0
1012,1,0,0,0,0,0
310,4,868,1,1,0,0
1003,3,847,1,1,0,0
970,3,429,1,1,0,0
239,5,627,1,1,0,0
998,1,647,1,1,0,0
278,5,692,1,0,0,0
49,2,539,1,0,0,1
603,3,0,0,1,0,1
658,2,824,1,1,0,0
1072,3,786,1,1,0,0
1028,2,587,1,1,0,1
288,4,489,1,1,0,0
111,1,838,1,1,0,1
581,2,703,1,1,0,0
979,7,0,0,0,0,0
644,7,0,0,0,0,0
589,1,577,1,1,0,0
295,2,619,1,0,0,0
388,1,1586,1,1,0,0
9,6,621,1,0,0,0
445,4,1381,1,1,0,1
204,4,445,1,0,0,1
296,1,1011,1,1,0,0
497,7,0,0,0,0,0
481,1,523,1,1,0,0
1100,6,569,1,0,0,0
588,6,614,1,0,0,0
290,2,918,1,1,0,1
1107,4,635,1,0,0,1
1019,6,820,1,0,0,0
945,5,545,1,0,0,0
770,7,0,0,0,0,0
1041,4,0,0,1,0,1
433,3,898,1,1,0,1
190,2,738,1,1,0,0
843,3,962,1,1,0,1
937,3,689,1,1,0,1
333,7,0,0,0,0,0
302,3,337,1,1,0,0
329,7,0,0,0,0,0
1034,6,290,1,0,0,0
734,6,289,1,0,0,0
892,4,861,1,1,0,0
96,4,532,1,0,0,1
578,2,762,1,0,0,0
593,3,1035,1,0,0,0
958,2,595,1,1,0,0
944,5,1135,1,1,0,1
524,5,913,1,0,0,0
311,1,1049,1,0,0,1
501,3,615,1,1,0,1
1039,3,1233,1,1,0,1
511,1,863,1,1,0,0
58,4,594,1,1,0,0
963,5,717,1,0,0,1
860,4,638,1,1,0,0
114,1,515,1,0,0,0
20,3,753,1,0,0,1
33,4,743,1,1,0,0
255,2,621,1,1,0,0
458,7,0,0,0,0,0
963,6,354,1,0,0,0
167,7,0,0,0,0,0
849,6,861,1,0,0,0
208,7,0,0,0,0,0
85,6,687,1,0,0,0
341,7,0,0,0,0,0
841,5,425,1,0,0,0
234,3,787,1,0,0,0
333,7,0,0,0,0,0
78,7,0,0,0,0,0
764,7,0,0,0,0,0
5,7,0,0,0,0,0
547,6,688,1,0,0,0
705,6,686,1,0,0,0
244,5,534,1,0,0,1
513,3,1681,1,0,0,0
894,6,753,1,0,0,0
974,2,1806,1,1,0,0
814,7,0,0,0,0,0
989,5,637,1,1,0,0
135,7,0,0,0,0,0
425,1,590,1,1,0,0
875,6,352,1,0,0,0
914,7,0,0,0,0,0
1017,4,0,0,0,0,0
880,1,0,0,0,0,0
813,1,845,1,1,0,0
374,1,1097,1,1,0,0
883,3,417,1,0,0,1
348,4,665,1,0,0,1
529,5,777,1,1,0,0
758,6,415,1,0,0,0
698,6,1706,1,0,0,0
1115,2,411,1,1,0,0
216,2,676,1,0,0,1
753,7,0,0,0,0,0
736,1,641,1,1,0,1
229,5,653,1,0,0,0
1078,6,438,1,0,0,0
715,4,688,1,1,0,0
748,2,344,1,0,0,1
202,7,0,0,0,0,0
626,5,922,1,1,0,0
364,2,660,1,0,0,0
791,6,831,1,0,0,0
8,6,307,1,0,0,0
33,1,932,1,1,0,0
54,1,560,1,0,0,0
59,2,691,1,1,0,0
681,1,431,1,0,0,1
267,5,1510,1,0,0,0
39,1,1046,1,1,0,0
557,2,721,1,1,0,1
1058,4,678,1,1,0,1
99,1,431,1,0,0,0
641,4,560,1,0,0,0
537,5,646,1,0,0,0
198,5,493,1,1,0,1
994,6,257,1,0,0,0
1034,5,796,1,0,0,0
1068,4,293,1,1,0,0
264,3,837,1,0,0,0
427,2,829,1,1,0,1
663,1,803,1,1,0,0
452,2,438,1,0,0,0
78,4,502,1,1,0,0
487,5,640,1,0,0,0
960,3,614,1,1,0,0
209,4,582,1,0,0,0
506,5,794,1,0,0,0
789,4,522,1,1,0,0
257,2,916,1,0,0,1
367,1,520,1,0,0,0
264,2,813,1,1,0,1
464,3,1234,1,1,0,0
459,5,1228,1,1,0,0
841,3,411,1,0,0,0
675,4,675,1,1,0,0
150,2,824,1,1,0,0
808,5,585,1,0,0,0
4,2,1092,1,0,0,0
104,7,0,0,0,0,0
241,1,620,1,0,0,0
17,5,823,1,0,0,0
844,1,582,1,1,0,0
1112,5,700,1,0,0,0
639,2,418,1,0,0,0
968,1,1339,1,1,0,0
329,6,429,1,0,0,0
365,2,571,1,1,0,0
682,2,2045,1,1,0,0
1084,5,810,1,1,0,0
1107,4,590,1,0,0,0
601,3,0,0,0,0,1
450,5,1138,1,1,0,1
808,3,589,1,1,0,1
226,5,1038,1,1,0,0
224,6,432,1,0,0,0
364,2,592,1,0,0,0
483,1,787,1,1,0,0
536,6,0,0,0,0,0
346,5,857,1,1,0,0
1010,3,618,1,0,0,0
927,5,774,1,1,0,0
476,3,670,1,1,0,0
309,1,0,0,0,0,1
190,5,684,1,1,0,0
1065,6,320,1,0,0,0
429,7,0,0,0,0,0
893,7,0,0,0,0,0
113,6,789,1,0,0,0
184,6,486,1,0,0,0
885,4,862,1,1,0,1
331,6,597,1,0,0,0
805,5,557,1,1,0,0
379,4,432,1,0,0,0
454,5,0,0,0,0,1
780,6,263,1,0,0,0
712,5,501,1,0,0,1
876,7,0,0,0,0,0
675,3,0,0,0,0,1
1112,2,777,1,1,0,0
645,1,1573,1,1,0,0
271,5,788,1,0,0,1
664,3,537,1,0,0,0
680,1,823,1,0,0,0
534,4,503,1,1,0,0
3,5,965,1,0,0,0
877,1,1155,1,0,0,1
674,4,898,1,0,0,0
396,4,1204,1,0,0,0
931,6,251,1,0,0,0
578,3,909,1,1,0,0
409,5,467,1,0,0,0
206,6,498,1,0,0,0
108,6,1180,1,0,0,0
760,7,0,0,0,0,0
922,5,750,1,1,0,0
1080,3,920,1,1,0,0
845,7,0,0,0,0,0
1014,3,1417,1,1,0,0
554,6,345,1,0,0,0
971,5,882,1,0,0,0
736,3,550,1,1,0,0
1113,3,617,1,0,0,0
345,6,313,1,0,0,0
358,1,974,1,0,0,0
27,6,909,1,0,0,0
210,3,266,1,0,0,0
1087,6,530,1,0,0,0
344,1,1258,1,0,0,1
116,1,764,1,0,0,0
385,4,0,0,0,0,0
139,2,402,1,0,0,0
837,3,274,1,1,0,0
151,6,642,1,0,0,0
325,5,727,1,1,0,0
1096,7,0,0,0,0,0
255,5,595,1,1,0,0
916,6,581,1,0,0,0
784,4,797,1,1,0,0
632,5,807,1,0,0,0
391,1,950,1,1,0,0
398,2,615,1,1,0,0
929,1,904,1,1,0,0
294,1,946,1,0,0,0
319,1,783,1,0,0,0
75,6,621,1,0,0,0
178,5,943,1,0,0,0
779,4,807,1,1,0,0
737,2,1077,1,1,0,0
305,5,502,1,1,0,0
454,6,257,1,0,0,0
218,5,693,1,1,0,0
820,3,1138,1,1,0,0
898,1,1057,1,1,0,0
125,4,1877,1,1,0,0
829,4,808,1,1,0,0
451,6,482,1,0,0,0
78,2,519,1,1,0,0
301,7,0,0,0,0,0
781,2,670,1,0,0,0
255,3,698,1,1,0,1
450,7,0,0,0,0,0
132,3,603,1,1,0,0
704,2,1343,1,1,0,0
956,4,512,1,0,0,0
1105,1,425,1,0,0,1
395,5,583,1,1,0,0
224,2,342,1,0,0,0
291,6,456,1,0,0,0
86,3,673,1,1,0,0
963,4,1106,1,0,0,0
246,2,1058,1,1,0,0
846,4,786,1,1,0,0
476,3,560,1,0,0,0
773,1,921,1,1,0,0
1108,2,1101,1,1,0,0
147,1,1199,1,1,0,0
929,1,1015,1,0,0,0
619,5,483,1,1,0,0
719,7,0,0,0,0,0
131,5,614,1,1,0,0
502,6,1380,1,0,0,0
1006,1,766,1,0,0,0
120,2,558,1,0,0,0
240,7,0,0,0,0,0
874,2,477,1,0,0,0
190,1,695,1,0,0,0
790,7,0,0,0,0,0
1059,4,1106,1,1,0,0
509,6,367,1,0,0,0
1057,3,592,1,1,0,0
990,3,528,1,1,0,0
130,1,677,1,1,0,1
571,6,782,1,0,0,0
675,2,521,1,1,0,0
424,6,811,1,0,0,0
722,6,1081,1,0,0,0
891,4,936,1,0,0,1
244,3,566,1,1,0,0
338,7,0,0,0,0,1
532,1,1311,1,0,0,0
762,1,431,1,1,0,1
523,2,1627,1,1,0,1
947,5,1197,1,1,0,1
584,2,325,1,0,0,1
456,4,1239,1,1,0,0
905,1,1936,1,1,0,0
186,6,399,1,0,0,0
798,4,984,1,1,0,0
276,3,431,1,0,0,0
856,3,1001,1,0,0,1
538,2,542,1,0,0,0
904,7,0,0,0,0,0
1093,5,921,1,1,0,1
211,7,0,0,0,0,0
1073,1,868,1,1,0,0
1092,7,0,0,0,0,0
641,4,439,1,0,0,1
835,3,693,1,1,0,0
87,7,0,0,0,0,0
979,5,642,1,1,0,0
295,1,786,1,1,0,0
1103,2,459,1,1,0,0
155,4,571,1,1,0,1
744,3,820,1,1,0,0
93,4,634,1,1,0,1
753,3,756,1,1,0,0
904,7,0,0,0,0,0
980,1,801,1,1,0,0
1081,2,786,1,1,0,0
581,2,521,1,0,0,0
23,7,0,0,0,0,0
1095,5,676,1,1,0,0
844,3,664,1,1,0,0
343,1,572,1,0,0,0
714,2,364,1,1,0,0
397,1,1027,1,1,0,0
967,2,1075,1,1,0,1
188,5,370,1,0,0,1
302,1,276,1,0,0,0
281,6,683,1,0,0,0
684,6,731,1,0,0,0
690,1,1007,1,1,0,1
357,4,946,1,1,0,0
1071,3,748,1,1,0,0
961,5,0,0,1,0,0
155,4,0,0,1,0,1
730,5,1429,1,1,0,0
172,2,881,1,1,0,0
310,2,780,1,1,0,0
913,6,1103,1,0,0,0
544,3,2176,1,1,0,0
1000,2,893,1,1,0,0
16,1,1070,1,1,0,0
1026,1,1630,1,1,0,0
568,7,0,0,0,0,1
897,2,281,1,0,0,0
515,5,887,1,1,0,0
600,1,726,1,1,0,0
413,5,936,1,0,0,0
233,5,1064,1,1,0,0
594,2,489,1,1,0,0
239,2,603,1,1,0,0
390,6,886,1,0,0,0
100,3,853,1,1,0,1
360,5,886,1,1,0,1
1084,4,827,1,0,0,0
525,4,1058,1,1,0,0
1042,2,586,1,1,0,0
734,5,850,1,1,0,0
686,5,695,1,0,0,1
474,5,810,1,1,0,1
1089,4,1343,1,1,0,0
448,6,490,1,0,0,0
349,6,807,1,0,0,0
943,7,0,0,0,0,0
358,6,1247,1,0,0,0
820,5,1186,1,1,0,0
560,5,1511,1,0,0,1
1062,5,514,1,0,0,1
849,1,1038,1,1,0,0
1095,5,887,1,1,0,0
694,3,621,1,0,0,0
205,3,823,1,1,0,1
573,7,0,0,0,0,0
804,5,416,1,0,0,0
856,3,952,1,1,0,0
252,3,709,1,0,0,0
457,3,410,1,1,0,0
665,6,753,1,0,0,0
422,3,494,1,1,0,0
57,1,844,1,0,0,0
125,2,1818,1,1,0,1
947,4,997,1,1,0,1
279,7,0,0,0,0,0
156,3,702,1,1,0,1
869,7,0,0,0,0,0
234,3,1147,1,1,0,0
123,1,1314,1,1,0,0
640,5,950,1,1,0,0
110,1,581,1,0,0,0
733,1,3555,1,1,0,1
808,2,606,1,0,0,0
914,1,1406,1,1,0,0
393,3,474,1,0,0,1
902,7,0,0,0,0,0
441,4,533,1,0,0,0
391,7,0,0,0,0,0
798,5,984,1,1,0,0
798,6,343,1,0,0,0
637,2,648,1,1,0,1
621,2,745,1,0,0,1
44,1,835,1,1,0,1
1008,1,888,1,1,0,0
868,2,614,1,1,0,0
695,1,432,1,0,0,0
107,4,796,1,0,0,1
916,7,0,0,0,0,0
554,6,440,1,0,0,0
319,7,0,0,0,0,0
448,5,661,1,0,0,1
886,4,650,1,1,0,0
86,7,0,0,0,0,0
955,1,500,1,1,0,0
480,4,553,1,0,0,0
522,7,0,0,0,0,0
498,1,888,1,0,0,0
989,6,401,1,0,0,0
170,4,459,1,1,0,0
864,7,0,0,0,0,0
506,3,1082,1,1,0,0
512,7,1385,1,0,0,0
901,4,707,1,0,0,1
624,6,510,1,0,0,0
136,1,539,1,1,0,0
854,6,914,1,0,0,0
806,1,0,0,1,0,0
1085,2,704,1,0,0,0
1068,4,434,1,1,0,0
770,4,819,1,1,0,0
884,5,733,1,1,0,0
95,5,1005,1,1,0,0
480,3,619,1,0,0,0
448,3,653,1,0,0,1
750,2,283,1,0,0,0
444,4,1350,1,1,0,1
653,5,594,1,1,0,0
284,1,376,1,0,0,1
439,4,914,1,1,0,0
800,3,567,1,1,0,0
799,4,805,1,0,0,0
280,3,446,1,0,0,1
617,5,578,1,1,0,1
634,2,717,1,0,0,0
746,6,427,1,0,0,0
233,3,972,1,0,0,0
1,4,722,1,1,0,1
189,4,801,1,0,0,0
465,1,648,1,1,0,1
74,2,1025,1,1,0,0
1072,1,675,1,0,0,0
928,2,503,1,0,0,0
59,1,788,1,1,0,1
545,5,1225,1,1,0,0
697,3,948,1,1,0,1
135,3,500,1,1,0,0
57,4,948,1,0,0,0
695,1,445,1,0,0,0
236,2,1050,1,1,0,0
1049,5,731,1,1,0,1
291,6,560,1,0,0,0
569,3,714,1,1,0,0
288,3,333,1,0,0,0
9,7,0,0,0,0,0
183,5,706,1,1,0,0
947,1,1241,1,1,0,0
803,5,556,1,1,0,0
748,4,0,0,0,0,0
534,3,472,1,1,0,0
1067,3,469,1,1,0,0
32,6,289,1,0,0,0
370,7,0,0,0,0,0
985,1,720,1,0,0,1
306,6,331,1,0,0,0
542,5,567,1,1,0,0
518,2,408,1,0,0,0
346,3,686,1,1,0,0
622,7,0,0,0,0,0
298,6,1001,1,0,0,0
119,4,576,1,0,0,0
43,7,0,0,0,0,0
445,4,1242,1,0,0,0
507,6,813,1,0,0,0
233,5,1025,1,1,0,0
350,5,500,1,0,0,0
256,6,1428,1,0,0,0
852,6,433,1,0,0,0
436,7,0,0,0,0,0
827,4,1021,1,1,0,0
522,4,727,1,1,0,0
1054,7,0,0,0,0,0
430,3,555,1,0,0,0
687,7,0,0,0,0,0
634,3,704,1,1,0,0
750,3,281,1,0,0,1
1074,7,0,0,0,0,0
171,2,973,1,1,0,0
913,2,1593,1,1,0,1
685,4,504,1,0,0,1
236,4,733,1,0,0,0
399,7,0,0,0,0,0
905,2,2005,1,1,0,0
192,7,0,0,0,0,0
100,1,622,1,0,0,0
319,1,1033,1,1,0,0
491,7,0,0,0,0,0
290,3,636,1,0,0,0
642,6,437,1,0,0,0
240,6,387,1,0,0,0
731,3,829,1,0,0,0
557,1,534,1,0,0,0
770,7,0,0,0,0,0
62,6,374,1,0,0,0
940,1,1229,1,1,0,0
736,3,390,1,0,0,1
972,5,533,1,1,0,0
501,6,641,1,0,0,0
56,7,0,0,0,0,0
73,3,496,1,0,0,0
1091,7,0,0,0,0,0
806,3,423,1,0,0,1
963,2,1579,1,1,0,0
521,5,452,1,0,0,1
603,5,884,1,0,0,0
85,4,876,1,1,0,0
262,1,3142,1,1,0,0
68,2,1148,1,0,0,0
914,7,0,0,0,0,0
640,3,0,0,1,0,0
13,2,267,1,0,0,0
934,5,811,1,0,0,0
290,2,708,1,0,0,0
1063,6,457,1,0,0,0
210,1,273,1,0,0,0
721,7,0,0,0,0,0
346,6,424,1,0,0,0
351,7,0,0,0,0,0
168,4,754,1,1,0,0
875,7,0,0,0,0,0
950,1,736,1,1,0,0
538,3,523,1,1,0,1
1021,7,0,0,0,0,0
715,2,802,1,1,0,0
